name	description	p-value	q-value	phenotype	genes
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	ALK1 signaling events	0.00227050362321761	0.00227050362321761	1	ACVR2A,TGFBR2,SMAD4
ALPHA6BETA4INTEGRIN%IOB%ALPHA6BETA4INTEGRIN	Alpha6Beta4Integrin	0.00136295482374481	0.00136295482374481	1	PIK3R1,EGFR,SMAD2,PTPN11,MTOR
ALPHA6BETA4INTEGRIN%NETPATH%ALPHA6BETA4INTEGRIN	Alpha6Beta4Integrin	0.00182145940766579	0.00182145940766579	1	PIK3R1,EGFR,SMAD2,PTPN11,MTOR
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	Alzheimer disease-presenilin pathway	0.0329387036183495	0.0329387036183495	1	ERBB4,CTNNB1,CDH1,NOTCH1
ALZHEIMER'S DISEASE AND MIRNA EFFECTS%WIKIPATHWAYS_20220510%WP2059%HOMO SAPIENS	Alzheimer's disease and miRNA effects	0.0617192901549773	0.0617192901549773	1	PIK3R1,CTNNB1,BRAF,AXIN2,NRAS,MTOR,KRAS
ALZHEIMER'S DISEASE%WIKIPATHWAYS_20220510%WP5124%HOMO SAPIENS	Alzheimer's disease	0.0606983579501046	0.0606983579501046	1	PIK3R1,CTNNB1,BRAF,AXIN2,NRAS,MTOR,KRAS
AMEBOIDAL-TYPE CELL MIGRATION%GOBP%GO:0001667	ameboidal-type cell migration	0.0184010120371824	0.0184010120371824	1	EGR3,ERBB4,SMAD4,AKT1,KIT,PIK3CA
AMP-ACTIVATED PROTEIN KINASE (AMPK) SIGNALING%WIKIPATHWAYS_20220510%WP1403%HOMO SAPIENS	AMP-activated protein kinase (AMPK) signaling	0.0126238707313558	0.0126238707313558	1	PIK3R1,STK11,MTOR,CDKN1A
ANATOMICAL STRUCTURE HOMEOSTASIS%GOBP%GO:0060249	anatomical structure homeostasis	0.0906319457609111	0.0906319457609111	1	NOTCH1,TLR4,SOX9
ANDROGEN RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP138%HOMO SAPIENS	Androgen receptor signaling pathway	3.29203849508841e-11	3.29203849508841e-11	1	PIK3R1,CTNNB1,CCND1,EP300,NCOR1,SIN3A,RB1,BRCA1,SMAD4,PTEN,CDKN1A,EGFR
ANDROGENRECEPTOR%IOB%ANDROGENRECEPTOR	AndrogenReceptor	4.03548057978107e-10	4.03548057978107e-10	1	FOXA1,RB1,CCND1,EP300,PIK3R1,SMAD4,PTEN,BRCA1,SIN3A,CEBPA,EGFR,CTNNB1
ANGIOGENESIS%GOBP%GO:0001525	angiogenesis	0.00235892497184723	0.00235892497184723	1	CTNNB1,SOX17,FGFR2,EGR3,AKT1,TGFBR2,PDGFRA
ANGIOGENESIS%PANTHER PATHWAY%P00005	Angiogenesis	3.36339778532925e-06	3.36339778532925e-06	1	PIK3CA,NRAS,MAP3K1,APC,CTNNB1,AKT1,PDGFRA,MAP2K4,EPHA3,NOTCH1,PIK3R1,BRAF,PIK3CG
ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING	Angiopoietin receptor Tie2-mediated signaling	0.0105561072378437	0.0105561072378437	1	PIK3CA,CDKN1A,AKT1,PTPN11,PIK3R1
ANGIOTENSIN II RECEPTOR TYPE 1 PATHWAY%WIKIPATHWAYS_20220510%WP5036%HOMO SAPIENS	Angiotensin II receptor type 1 pathway	0.00170120136683764	0.00170120136683764	1	PTPN11,TGFBR2,SMAD4
ANOIKIS%GOBP%GO:0043276	anoikis	0.000138325313812252	0.000138325313812252	1	AKT1,PIK3CA,MTOR,STK11
ANTERIOR/POSTERIOR AXIS SPECIFICATION%GOBP%GO:0009948	anterior/posterior axis specification	0.00318878920505244	0.00318878920505244	1	TBX3,FOXA2,WT1
ANTERIOR/POSTERIOR PATTERN SPECIFICATION%GOBP%GO:0009952	anterior/posterior pattern specification	0.00661190306560415	0.00661190306560415	1	SMAD2,TBX3,FOXA2,WT1
AORTIC VALVE DEVELOPMENT%GOBP%GO:0003176	aortic valve development	1.13560888214877e-07	1.13560888214877e-07	1	AXIN2,NOTCH1,TGFBR2,SMAD2,RB1,SOX9,GATA3
AORTIC VALVE MORPHOGENESIS%GOBP%GO:0003180	aortic valve morphogenesis	4.89202096774356e-08	4.89202096774356e-08	1	AXIN2,NOTCH1,TGFBR2,SMAD2,RB1,SOX9,GATA3
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	AP-1 transcription factor network	1.57896802463287e-07	1.57896802463287e-07	1	CDKN1B,CCND1,EP300,CBFB,PTEN,CTNNB1,TP53,CDKN2A
APOPTOSIS SIGNALING PATHWAY%PANTHER PATHWAY%P00006	Apoptosis signaling pathway	0.00774315534045495	0.00774315534045495	1	PIK3CA,TP53,MAP3K1,PIK3CG,AKT1,MAP2K4
APOPTOSIS%REACTOME DATABASE ID RELEASE 83%109581	Apoptosis	0.00284730943002703	0.00284730943002703	1	APC,CDH1,TLR4,CDKN2A,TP53,AKT1,CTNNB1
APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS%REACTOME DATABASE ID RELEASE 83%111465	Apoptotic cleavage of cellular proteins	0.00531357980806905	0.00531357980806905	1	APC,CTNNB1,CDH1
APOPTOTIC EXECUTION PHASE%REACTOME DATABASE ID RELEASE 83%75153	Apoptotic execution phase	0.0111258955300011	0.0111258955300011	1	APC,CDH1,CTNNB1
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190	apoptotic signaling pathway	6.54961281726489e-05	6.54961281726489e-05	1	ATM,FGFR3,BRCA1,EP300,CHEK2,STK11,ACVR1B,CDKN1A,TP53
APPENDAGE DEVELOPMENT%GOBP%GO:0048736	appendage development	0.0194358996559573	0.0194358996559573	1	CTNNB1,TBX3,FGFR2
APPENDAGE MORPHOGENESIS%GOBP%GO:0035107	appendage morphogenesis	0.00784678370746497	0.00784678370746497	1	CTNNB1,TBX3,FGFR2
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP2586%HOMO SAPIENS	Aryl hydrocarbon receptor pathway	5.79133419577421e-08	5.79133419577421e-08	1	RB1,NFE2L2,CDKN1B,NRAS,NF1,EP300,CDKN1A,KRAS,EGFR
ARYL HYDROCARBON RECEPTOR PATHWAY%WIKIPATHWAYS_20220510%WP2873%HOMO SAPIENS	Aryl hydrocarbon receptor pathway	0.000677352101160899	0.000677352101160899	1	NFE2L2,CDKN1B,EP300,EGFR
ATF-2 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATF-2 TRANSCRIPTION FACTOR NETWORK	ATF-2 transcription factor network	9.19746657768228e-07	9.19746657768228e-07	1	RB1,CCND1,PDGFRA,NF1,EP300,CBFB,BRCA1
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	ATM pathway	1.90447342341895e-05	1.90447342341895e-05	1	SMC3,SMC1A,BRCA1,CHEK2,ATM
ATM SIGNALING IN DEVELOPMENT AND DISEASE %WIKIPATHWAYS_20220510%WP3878%HOMO SAPIENS	ATM signaling in development and disease	2.12271942151072e-06	2.12271942151072e-06	1	CHEK2,STK11,ATM,ATR,MTOR,SMC1A
ATM SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2516%HOMO SAPIENS	ATM signaling pathway	2.18179935804366e-05	2.18179935804366e-05	1	BRCA1,CHEK2,ATM,CDKN1A,SMC1A
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR signaling pathway	0.00595357908893849	0.00595357908893849	1	PPP2R1A,BRCA2,ATR
ATRIOVENTRICULAR CANAL DEVELOPMENT%GOBP%GO:0036302	atrioventricular canal development	0.000305886647401547	0.000305886647401547	1	SMAD4,PTPN11,TBX3
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	atrioventricular valve development	9.93526857323335e-05	9.93526857323335e-05	1	AXIN2,NOTCH1,TGFBR2,SMAD4
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	atrioventricular valve morphogenesis	6.11439279665193e-05	6.11439279665193e-05	1	AXIN2,NOTCH1,TGFBR2,SMAD4
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	Aurora A signaling	0.00346857795539493	0.00346857795539493	1	BRCA1,AKT1,TP53,AJUBA
AUTOPHAGY%GOBP%GO:0006914	autophagy	0.168633802093689	0.168633802093689	1	ATM,VHL,TP53
AXIS SPECIFICATION%GOBP%GO:0009798	axis specification	0.00128918763646507	0.00128918763646507	1	SMAD2,TBX3,FOXA2,WT1
AXON GUIDANCE%GOBP%GO:0007411	axon guidance	0.0250172415556104	0.0250172415556104	1	NOTCH1,EPHA3,ARHGAP35,EPHB6
AXONOGENESIS%GOBP%GO:0007409	axonogenesis	0.00167874817203497	0.00167874817203497	1	EPHA3,ARHGAP35,EPHB6,NOTCH1,PTEN,FGFR2,USP9X
B CELL ACTIVATION%GOBP%GO:0042113	B cell activation	0.064533188856319	0.064533188856319	1	FLT3,ATM,PIK3R1,KIT
B CELL DIFFERENTIATION%GOBP%GO:0030183	B cell differentiation	0.0329387036183495	0.0329387036183495	1	FLT3,PIK3R1,ATM,KIT
BAFETINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032597	Bafetinib Inhibition of BCR-ABL	0.00104164523996293	0.00104164523996293	1	TP53,CDKN1B,PIK3R1,MTOR
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 signaling events	0.000173237399979515	0.000173237399979515	1	BRCA1,ATM,TP53,ATR
BCR-ABL ACTION IN CML PATHOGENESIS%SMPDB%SMP0031692	BCR-ABL Action in CML Pathogenesis	0.00104164523996293	0.00104164523996293	1	TP53,CDKN1B,PIK3R1,MTOR
BEHAVIOR%GOBP%GO:0007610	behavior	0.00784678370746497	0.00784678370746497	1	LRRK2,NCOR1,EGFR,PTEN,FOXA2,TP53
BETA-CATENIN PHOSPHORYLATION CASCADE%REACTOME%R-HSA-196299.1	Beta-catenin phosphorylation cascade	0.00078196590567456	0.00078196590567456	1	APC,PPP2R1A,CTNNB1
BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY	BIOCARTA_ALK_PATHWAY	0.00374871186272747	0.00374871186272747	1	SMAD4,TGFBR2,CTNNB1
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	BIOCARTA_ATM_PATHWAY	3.48696680843276e-05	3.48696680843276e-05	1	ATM,CDKN1A,CHEK2,BRCA1
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	1.89191700389298e-06	1.89191700389298e-06	1	ATM,CHEK2,BRCA1,BRCA2,ATR
BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	BIOCARTA_CARM_ER_PATHWAY	0.00186870972626889	0.00186870972626889	1	CCND1,BRCA1,EP300
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	BIOCARTA_CELLCYCLE_PATHWAY	3.00713681835082e-08	3.00713681835082e-08	1	CDKN2A,RB1,CDKN1A,CCND1,CDKN1B,CDKN2C
BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY	BIOCARTA_CTCF_PATHWAY	3.30176223487104e-10	3.30176223487104e-10	1	CDKN2A,MTOR,TGFBR2,CDKN1B,PIK3R1,CTCF,SMAD4,PTEN
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY	0.00134365247528428	0.00134365247528428	1	MTOR,PIK3R1,EIF4A2,PTEN
BIOCARTA_G1_PATHWAY%MSIGDB_C2%BIOCARTA_G1_PATHWAY	BIOCARTA_G1_PATHWAY	6.57389455463862e-12	6.57389455463862e-12	1	CDKN2A,ATM,RB1,CDKN1A,CCND1,CDKN1B,ATR,SMAD4
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY	3.00713681835082e-08	3.00713681835082e-08	1	ATM,CDKN1A,CHEK2,BRCA1,EP300,ATR
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY	0.00669544352457646	0.00669544352457646	1	EGFR,MAP2K4,MAP3K1,CEBPA
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY	0.00227050362321761	0.00227050362321761	1	PIK3R1,PTEN,PTPN11,HGF
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY	0.00091617632727685	0.00091617632727685	1	MTOR,PIK3R1,EIF4A2,PTEN
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	0.00134365247528428	0.00134365247528428	1	TGFBR2,EP300,SMAD4
BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY	BIOCARTA_P53_PATHWAY	1.35766054201473e-05	1.35766054201473e-05	1	ATM,RB1,CDKN1A,CCND1
BIOCARTA_P53HYPOXIA_PATHWAY%MSIGDB_C2%BIOCARTA_P53HYPOXIA_PATHWAY	BIOCARTA_P53HYPOXIA_PATHWAY	2.28539122182065e-05	2.28539122182065e-05	1	ATM,TAF1,CDKN1A,EP300
BIOCARTA_PLK3_PATHWAY%MSIGDB_C2%BIOCARTA_PLK3_PATHWAY	BIOCARTA_PLK3_PATHWAY	2.28539122182065e-05	2.28539122182065e-05	1	CHEK2,ATM,ATR
BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY	0.00669544352457646	0.00669544352457646	1	PIK3R1,NCOR1,RB1,EP300
BIOCARTA_PTEN_PATHWAY%MSIGDB_C2%BIOCARTA_PTEN_PATHWAY	BIOCARTA_PTEN_PATHWAY	0.000574600498000879	0.000574600498000879	1	EGFR,CDKN1B,PIK3R1,PTEN
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	BIOCARTA_RACCYCD_PATHWAY	8.54382155726294e-05	8.54382155726294e-05	1	RB1,CDKN1A,CCND1,CDKN1B,PIK3R1
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	BIOCARTA_TGFB_PATHWAY	9.97574271943686e-06	9.97574271943686e-06	1	TGFBR2,EP300,SMAD2,SMAD4
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	BIOCARTA_VDR_PATHWAY	0.00151906444666974	0.00151906444666974	1	ARID1A,NCOR1,EP300
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	BIOCARTA_WNT_PATHWAY	0.00151906444666974	0.00151906444666974	1	CTNNB1,CCND1,SMAD4
BLADDER CANCER%WIKIPATHWAYS_20220510%WP2828%HOMO SAPIENS	Bladder cancer	2.27493714126111e-08	2.27493714126111e-08	1	RB1,PIK3R1,BRAF,NRAS,CCND1,FGFR3,CDKN1A,KRAS,CDKN2A,EGFR
BLOOD COAGULATION%GOBP%GO:0007596	blood coagulation	0.0633749506355177	0.0633749506355177	1	PIK3CG,PDGFRA,PIK3CA
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	blood vessel development	0.000692769774825115	0.000692769774825115	1	CTNNB1,EGR3,NOTCH1,SOX17,FGFR2,AKT1,TGFBR2,PDGFRA,WT1
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	blood vessel morphogenesis	0.000355975466654158	0.000355975466654158	1	CTNNB1,EGR3,NOTCH1,SOX17,FGFR2,AKT1,TGFBR2,PDGFRA,WT1
BMP SIGNALING IN EYELID DEVELOPMENT%WIKIPATHWAYS_20220510%WP3927%HOMO SAPIENS	BMP signaling in eyelid development	5.11213387591327e-05	5.11213387591327e-05	1	MAP3K1,SMAD4,NOTCH1,EGFR,FGFR2
BMP SIGNALING PATHWAY%GOBP%GO:0030509	BMP signaling pathway	0.0162188458442228	0.0162188458442228	1	SMAD4,USP9X,ACVR2A
BONE DEVELOPMENT%GOBP%GO:0060348	bone development	0.00160775049524499	0.00160775049524499	1	FGFR3,SOX9,FGFR2,KIT,TP53
BONE MORPHOGENESIS%GOBP%GO:0060349	bone morphogenesis	0.00595357908893849	0.00595357908893849	1	FGFR3,SOX9,FGFR2
BOSUTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032596	Bosutinib Inhibition of BCR-ABL	0.00104164523996293	0.00104164523996293	1	TP53,CDKN1B,PIK3R1,MTOR
BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2380%HOMO SAPIENS	Brain-derived neurotrophic factor (BDNF) signaling pathway	0.0714629696217042	0.0714629696217042	1	PIK3R1,PTPN11,CTNNB1,MTOR,MAP3K1
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GOBP%GO:0048754	branching morphogenesis of an epithelial tube	0.00105432164862385	0.00105432164862385	1	TGFBR2,CTNNB1,FGFR2,WT1
BREAST CANCER PATHWAY%WIKIPATHWAYS_20220510%WP4262%HOMO SAPIENS	Breast cancer pathway	1.89722919480038e-13	1.89722919480038e-13	1	PIK3R1,CCND1,RB1,BRCA1,CDKN1A,BRAF,CTNNB1,ATR,KIT,AXIN2,NRAS,ATM,BRCA2,MTOR,PTEN,KRAS,NOTCH1,EGFR
BTG FAMILY PROTEINS AND CELL CYCLE REGULATION%SMPDB%SMP0063773	BTG Family Proteins and Cell Cycle Regulation	0.000187114217390055	0.000187114217390055	1	TP53,RB1,CCND1
BURN WOUND HEALING%WIKIPATHWAYS_20220510%WP5055%HOMO SAPIENS	Burn wound healing	0.00575320661419028	0.00575320661419028	1	FGFR3,FGFR2,HGF,TLR4
C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK	C-MYB transcription factor network	1.86341045802575e-09	1.86341045802575e-09	1	CDKN1B,CCND1,NRAS,KRAS,CDKN1A,SIN3A,EP300,NCOR1,GATA3,KIT,CEBPA,CDKN2A
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	camera-type eye development	0.0805129426756477	0.0805129426756477	1	SOX9,PDGFRA,WT1
CAMKK2 PATHWAY%WIKIPATHWAYS_20220510%WP4874%HOMO SAPIENS	CAMKK2 pathway	0.000194288663765671	0.000194288663765671	1	NFE2L2,EP300,MTOR,SMC1A
CANONICAL AND NON-CANONICAL TGF-B SIGNALING%WIKIPATHWAYS_20220510%WP3874%HOMO SAPIENS	Canonical and non-canonical TGF-B signaling	0.000667753695738902	0.000667753695738902	1	TGFBR2,SMAD4,SMAD2
CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060070	canonical Wnt signaling pathway	0.00299166476488903	0.00299166476488903	1	CTNNB1,PTEN,GATA3,LRRK2
CARDIAC CELL DEVELOPMENT%GOBP%GO:0055006	cardiac cell development	0.00784678370746497	0.00784678370746497	1	NOTCH1,TBX3,PDGFRA
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	cardiac chamber development	0.0014265841771123	0.0014265841771123	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC CHAMBER MORPHOGENESIS%GOBP%GO:0003206	cardiac chamber morphogenesis	0.000771795225485455	0.000771795225485455	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	cardiac endothelial cell differentiation	4.03125032735926e-05	4.03125032735926e-05	1	NOTCH1,SMAD4,SOX17
CARDIAC HYPERTROPHIC RESPONSE%WIKIPATHWAYS_20220510%WP2795%HOMO SAPIENS	Cardiac hypertrophic response	0.0100157719219518	0.0100157719219518	1	FGFR2,MAP2K4,MTOR,MAP3K1
CARDIAC LEFT VENTRICLE MORPHOGENESIS%GOBP%GO:0003214	cardiac left ventricle morphogenesis	0.000478661844714383	0.000478661844714383	1	NOTCH1,TGFBR2,SMAD4
CARDIAC MUSCLE CELL DIFFERENTIATION%GOBP%GO:0055007	cardiac muscle cell differentiation	0.0132152267313536	0.0132152267313536	1	TBX3,PDGFRA,WT1
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	cardiac muscle tissue development	0.000596050982087079	0.000596050982087079	1	NOTCH1,TBX3,FGFR2,SMAD4,PDGFRA,WT1
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055008	cardiac muscle tissue morphogenesis	0.00748448404094389	0.00748448404094389	1	NOTCH1,SMAD4,FGFR2
CARDIAC PROGENITOR DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2406%HOMO SAPIENS	Cardiac progenitor differentiation	8.46214629288217e-05	8.46214629288217e-05	1	KIT,SOX17,NOTCH1,PDGFRA,FOXA2
CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	cardiac septum development	0.000246820645686644	0.000246820645686644	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	cardiac septum morphogenesis	0.00105432164862385	0.00105432164862385	1	NOTCH1,TGFBR2,SMAD4,FGFR2
CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	cardiac ventricle development	0.00052823835500913	0.00052823835500913	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208	cardiac ventricle morphogenesis	0.000129054555621132	0.000129054555621132	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIOCYTE DIFFERENTIATION%GOBP%GO:0035051	cardiocyte differentiation	4.60188064035861e-05	4.60188064035861e-05	1	NOTCH1,SMAD4,SOX17,TBX3,PDGFRA,WT1
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	CD40 CD40L signaling	0.00494110899660625	0.00494110899660625	1	PIK3CG,PIK3CA,MAP3K1,AKT1,MAP2K4,PIK3R1
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 signaling events	2.72108437201748e-06	2.72108437201748e-06	1	APC,PIK3CA,BRAF,MAP3K1,MAP2K4,MTOR,CDH1,CTNNB1,PIK3R1
CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002263	cell activation involved in immune response	0.0739716822673752	0.0739716822673752	1	PIK3CG,GATA3,KIT
CELL CHEMOTAXIS%GOBP%GO:0060326	cell chemotaxis	0.0108968535038846	0.0108968535038846	1	PIK3CG,EGR3,HGF,KIT,PDGFRA
CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0000075	cell cycle checkpoint signaling	2.4676354610545e-06	2.4676354610545e-06	1	CCND1,ATM,ATR,CHEK2,APC,CDKN1A,CDKN1B,BRCA1,TP53
CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	cell cycle G1/S phase transition	0.000439928226805075	0.000439928226805075	1	CCND1,ACVR1B,CDKN1A,RB1,CDKN1B
CELL CYCLE PHASE TRANSITION%GOBP%GO:0044770	cell cycle phase transition	0.00103343228062981	0.00103343228062981	1	CCND1,CHEK2,ACVR1B,CDKN1A,RB1,CDKN1B
CELL CYCLE%WIKIPATHWAYS_20220510%WP179%HOMO SAPIENS	Cell cycle	1.14066492771075e-15	1.14066492771075e-15	1	CCND1,EP300,RB1,CHEK2,SMAD4,CDKN1A,SMC1A,CDKN2C,ATR,SMC3,CDKN1B,RAD21,ATM,SMAD2,CDKN2A
CELL DIVISION%REACTOME%R-HSA-68884.3	cell division	9.97574271943686e-06	9.97574271943686e-06	1	RAD21,STAG2,SMC1A,SMC3
