name	description	p-value	q-value	phenotype	genes
ATF-2 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATF-2 TRANSCRIPTION FACTOR NETWORK	ATF-2 transcription factor network	1.74971022447132e-06	1.74971022447132e-06	1	RB1,CCND1,PDGFRA,NF1,EP300,CBFB,BRCA1
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	ATM pathway	2.94245239668327e-05	2.94245239668327e-05	1	SMC3,SMC1A,BRCA1,CHEK2,ATM
ATM SIGNALING IN DEVELOPMENT AND DISEASE %WIKIPATHWAYS_20220510%WP3878%HOMO SAPIENS	ATM signaling in development and disease	3.71184744903869e-06	3.71184744903869e-06	1	CHEK2,STK11,ATM,ATR,MTOR,SMC1A
ATM SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2516%HOMO SAPIENS	ATM signaling pathway	3.36362538832835e-05	3.36362538832835e-05	1	BRCA1,CHEK2,ATM,CDKN1A,SMC1A
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR signaling pathway	0.00697586189027208	0.00697586189027208	1	PPP2R1A,BRCA2,ATR
ATRIOVENTRICULAR CANAL DEVELOPMENT%GOBP%GO:0036302	atrioventricular canal development	0.000395414690500008	0.000395414690500008	1	SMAD4,PTPN11,TBX3
ATRIOVENTRICULAR VALVE DEVELOPMENT%GOBP%GO:0003171	atrioventricular valve development	0.000137943921810911	0.000137943921810911	1	AXIN2,NOTCH1,TGFBR2,SMAD4
ATRIOVENTRICULAR VALVE MORPHOGENESIS%GOBP%GO:0003181	atrioventricular valve morphogenesis	8.7535599205639e-05	8.7535599205639e-05	1	AXIN2,NOTCH1,TGFBR2,SMAD4
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	Aurora A signaling	0.00410690338785138	0.00410690338785138	1	BRCA1,AKT1,TP53,AJUBA
AUTOPHAGY%GOBP%GO:0006914	autophagy	0.179053035224387	0.179053035224387	1	ATM,VHL,TP53
AXIS SPECIFICATION%GOBP%GO:0009798	axis specification	0.0016144548141725	0.0016144548141725	1	SMAD2,TBX3,FOXA2,WT1
AXON GUIDANCE%GOBP%GO:0007411	axon guidance	0.0284132520918268	0.0284132520918268	1	NOTCH1,EPHA3,ARHGAP35,EPHB6
AXONOGENESIS%GOBP%GO:0007409	axonogenesis	0.00216013602570362	0.00216013602570362	1	EPHA3,ARHGAP35,EPHB6,NOTCH1,PTEN,FGFR2,USP9X
B CELL ACTIVATION%GOBP%GO:0042113	B cell activation	0.0707300467927462	0.0707300467927462	1	FLT3,ATM,PIK3R1,KIT
B CELL DIFFERENTIATION%GOBP%GO:0030183	B cell differentiation	0.0367798337700529	0.0367798337700529	1	FLT3,PIK3R1,ATM,KIT
BAFETINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032597	Bafetinib Inhibition of BCR-ABL	0.00128973712126717	0.00128973712126717	1	TP53,CDKN1B,PIK3R1,MTOR
BARD1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BARD1 SIGNALING EVENTS	BARD1 signaling events	0.000236245922320368	0.000236245922320368	1	BRCA1,ATM,TP53,ATR
BCR-ABL ACTION IN CML PATHOGENESIS%SMPDB%SMP0031692	BCR-ABL Action in CML Pathogenesis	0.00128973712126717	0.00128973712126717	1	TP53,CDKN1B,PIK3R1,MTOR
BEHAVIOR%GOBP%GO:0007610	behavior	0.00960580712787182	0.00960580712787182	1	LRRK2,NCOR1,EGFR,PTEN,FOXA2,TP53
BETA-CATENIN PHOSPHORYLATION CASCADE%REACTOME%R-HSA-196299.1	Beta-catenin phosphorylation cascade	0.000977586964282234	0.000977586964282234	1	APC,PPP2R1A,CTNNB1
BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY	BIOCARTA_ALK_PATHWAY	0.00444107393486384	0.00444107393486384	1	SMAD4,TGFBR2,CTNNB1
BIOCARTA_ATM_PATHWAY%MSIGDB_C2%BIOCARTA_ATM_PATHWAY	BIOCARTA_ATM_PATHWAY	5.16101400931944e-05	5.16101400931944e-05	1	ATM,CDKN1A,CHEK2,BRCA1
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY	3.29833198872665e-06	3.29833198872665e-06	1	ATM,CHEK2,BRCA1,BRCA2,ATR
BIOCARTA_CARM_ER_PATHWAY%MSIGDB_C2%BIOCARTA_CARM_ER_PATHWAY	BIOCARTA_CARM_ER_PATHWAY	0.00225581398956535	0.00225581398956535	1	CCND1,BRCA1,EP300
BIOCARTA_CELLCYCLE_PATHWAY%MSIGDB_C2%BIOCARTA_CELLCYCLE_PATHWAY	BIOCARTA_CELLCYCLE_PATHWAY	6.48152660300772e-08	6.48152660300772e-08	1	CDKN2A,RB1,CDKN1A,CCND1,CDKN1B,CDKN2C
BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY	BIOCARTA_CTCF_PATHWAY	1.03903991843801e-09	1.03903991843801e-09	1	CDKN2A,MTOR,TGFBR2,CDKN1B,PIK3R1,CTCF,SMAD4,PTEN
BIOCARTA_EIF4_PATHWAY%MSIGDB_C2%BIOCARTA_EIF4_PATHWAY	BIOCARTA_EIF4_PATHWAY	0.0016421019919653	0.0016421019919653	1	MTOR,PIK3R1,EIF4A2,PTEN
BIOCARTA_G1_PATHWAY%MSIGDB_C2%BIOCARTA_G1_PATHWAY	BIOCARTA_G1_PATHWAY	2.68186959145452e-11	2.68186959145452e-11	1	CDKN2A,ATM,RB1,CDKN1A,CCND1,CDKN1B,ATR,SMAD4
BIOCARTA_G2_PATHWAY%MSIGDB_C2%BIOCARTA_G2_PATHWAY	BIOCARTA_G2_PATHWAY	6.48152660300772e-08	6.48152660300772e-08	1	ATM,CDKN1A,CHEK2,BRCA1,EP300,ATR
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY	0.00773327717943203	0.00773327717943203	1	EGFR,MAP2K4,MAP3K1,CEBPA
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY	0.0027330754918956	0.0027330754918956	1	PIK3R1,PTEN,PTPN11,HGF
BIOCARTA_MTOR_PATHWAY%MSIGDB_C2%BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY	0.0011410633918709	0.0011410633918709	1	MTOR,PIK3R1,EIF4A2,PTEN
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY	0.0016421019919653	0.0016421019919653	1	TGFBR2,EP300,SMAD4
BIOCARTA_P53_PATHWAY%MSIGDB_C2%BIOCARTA_P53_PATHWAY	BIOCARTA_P53_PATHWAY	2.07932223472666e-05	2.07932223472666e-05	1	ATM,RB1,CDKN1A,CCND1
BIOCARTA_P53HYPOXIA_PATHWAY%MSIGDB_C2%BIOCARTA_P53HYPOXIA_PATHWAY	BIOCARTA_P53HYPOXIA_PATHWAY	3.44823998840322e-05	3.44823998840322e-05	1	ATM,TAF1,CDKN1A,EP300
BIOCARTA_PLK3_PATHWAY%MSIGDB_C2%BIOCARTA_PLK3_PATHWAY	BIOCARTA_PLK3_PATHWAY	3.36362538832835e-05	3.36362538832835e-05	1	CHEK2,ATM,ATR
BIOCARTA_PPARA_PATHWAY%MSIGDB_C2%BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY	0.00773327717943203	0.00773327717943203	1	PIK3R1,NCOR1,RB1,EP300
BIOCARTA_PTEN_PATHWAY%MSIGDB_C2%BIOCARTA_PTEN_PATHWAY	BIOCARTA_PTEN_PATHWAY	0.000731841444930481	0.000731841444930481	1	EGFR,CDKN1B,PIK3R1,PTEN
BIOCARTA_RACCYCD_PATHWAY%MSIGDB_C2%BIOCARTA_RACCYCD_PATHWAY	BIOCARTA_RACCYCD_PATHWAY	0.000120188576986986	0.000120188576986986	1	RB1,CDKN1A,CCND1,CDKN1B,PIK3R1
BIOCARTA_TGFB_PATHWAY%MSIGDB_C2%BIOCARTA_TGFB_PATHWAY	BIOCARTA_TGFB_PATHWAY	1.54335447759881e-05	1.54335447759881e-05	1	TGFBR2,EP300,SMAD2,SMAD4
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY	BIOCARTA_VDR_PATHWAY	0.00185481600575039	0.00185481600575039	1	ARID1A,NCOR1,EP300
BIOCARTA_WNT_PATHWAY%MSIGDB_C2%BIOCARTA_WNT_PATHWAY	BIOCARTA_WNT_PATHWAY	0.00185481600575039	0.00185481600575039	1	CTNNB1,CCND1,SMAD4
BLADDER CANCER%WIKIPATHWAYS_20220510%WP2828%HOMO SAPIENS	Bladder cancer	5.13114473825435e-08	5.13114473825435e-08	1	RB1,PIK3R1,BRAF,NRAS,CCND1,FGFR3,CDKN1A,KRAS,CDKN2A,EGFR
BLOOD COAGULATION%GOBP%GO:0007596	blood coagulation	0.0693730856558352	0.0693730856558352	1	PIK3CG,PDGFRA,PIK3CA
BLOOD VESSEL DEVELOPMENT%GOBP%GO:0001568	blood vessel development	0.000958336648623513	0.000958336648623513	1	CTNNB1,EGR3,NOTCH1,SOX17,FGFR2,AKT1,TGFBR2,PDGFRA,WT1
BLOOD VESSEL MORPHOGENESIS%GOBP%GO:0048514	blood vessel morphogenesis	0.000503927731536128	0.000503927731536128	1	CTNNB1,EGR3,NOTCH1,SOX17,FGFR2,AKT1,TGFBR2,PDGFRA,WT1
BMP SIGNALING IN EYELID DEVELOPMENT%WIKIPATHWAYS_20220510%WP3927%HOMO SAPIENS	BMP signaling in eyelid development	7.2954659362001e-05	7.2954659362001e-05	1	MAP3K1,SMAD4,NOTCH1,EGFR,FGFR2
BMP SIGNALING PATHWAY%GOBP%GO:0030509	BMP signaling pathway	0.0183436024985596	0.0183436024985596	1	SMAD4,USP9X,ACVR2A
BONE DEVELOPMENT%GOBP%GO:0060348	bone development	0.00205809668938713	0.00205809668938713	1	FGFR3,SOX9,FGFR2,KIT,TP53
BONE MORPHOGENESIS%GOBP%GO:0060349	bone morphogenesis	0.00697586189027208	0.00697586189027208	1	FGFR3,SOX9,FGFR2
BOSUTINIB INHIBITION OF BCR-ABL%PATHWHIZ%PW032596	Bosutinib Inhibition of BCR-ABL	0.00128973712126717	0.00128973712126717	1	TP53,CDKN1B,PIK3R1,MTOR
BRAIN-DERIVED NEUROTROPHIC FACTOR (BDNF) SIGNALING PATHWAY%WIKIPATHWAYS_20220510%WP2380%HOMO SAPIENS	Brain-derived neurotrophic factor (BDNF) signaling pathway	0.0781355411537817	0.0781355411537817	1	PIK3R1,PTPN11,CTNNB1,MTOR,MAP3K1
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GOBP%GO:0048754	branching morphogenesis of an epithelial tube	0.00133371191236508	0.00133371191236508	1	TGFBR2,CTNNB1,FGFR2,WT1
BREAST CANCER PATHWAY%WIKIPATHWAYS_20220510%WP4262%HOMO SAPIENS	Breast cancer pathway	1.19832637845031e-12	1.19832637845031e-12	1	PIK3R1,CCND1,RB1,BRCA1,CDKN1A,BRAF,CTNNB1,ATR,KIT,AXIN2,NRAS,ATM,BRCA2,MTOR,PTEN,KRAS,NOTCH1,EGFR
BTG FAMILY PROTEINS AND CELL CYCLE REGULATION%SMPDB%SMP0063773	BTG Family Proteins and Cell Cycle Regulation	0.000247463352637996	0.000247463352637996	1	TP53,RB1,CCND1
BURN WOUND HEALING%WIKIPATHWAYS_20220510%WP5055%HOMO SAPIENS	Burn wound healing	0.00681482145438155	0.00681482145438155	1	FGFR3,FGFR2,HGF,TLR4
C-MYB TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%C-MYB TRANSCRIPTION FACTOR NETWORK	C-MYB transcription factor network	5.11686451233146e-09	5.11686451233146e-09	1	CDKN1B,CCND1,NRAS,KRAS,CDKN1A,SIN3A,EP300,NCOR1,GATA3,KIT,CEBPA,CDKN2A
CAMERA-TYPE EYE DEVELOPMENT%GOBP%GO:0043010	camera-type eye development	0.0872835734252634	0.0872835734252634	1	SOX9,PDGFRA,WT1
CAMKK2 PATHWAY%WIKIPATHWAYS_20220510%WP4874%HOMO SAPIENS	CAMKK2 pathway	0.000262446840884072	0.000262446840884072	1	NFE2L2,EP300,MTOR,SMC1A
CANONICAL AND NON-CANONICAL TGF-B SIGNALING%WIKIPATHWAYS_20220510%WP3874%HOMO SAPIENS	Canonical and non-canonical TGF-B signaling	0.000841243970340773	0.000841243970340773	1	TGFBR2,SMAD4,SMAD2
CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060070	canonical Wnt signaling pathway	0.00364339937662717	0.00364339937662717	1	CTNNB1,PTEN,GATA3,LRRK2
CARDIAC CELL DEVELOPMENT%GOBP%GO:0055006	cardiac cell development	0.00908615534154536	0.00908615534154536	1	NOTCH1,TBX3,PDGFRA
CARDIAC CHAMBER DEVELOPMENT%GOBP%GO:0003205	cardiac chamber development	0.00182298806924216	0.00182298806924216	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC CHAMBER MORPHOGENESIS%GOBP%GO:0003206	cardiac chamber morphogenesis	0.0010028339255489	0.0010028339255489	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0003348	cardiac endothelial cell differentiation	5.730477404299e-05	5.730477404299e-05	1	NOTCH1,SMAD4,SOX17
CARDIAC HYPERTROPHIC RESPONSE%WIKIPATHWAYS_20220510%WP2795%HOMO SAPIENS	Cardiac hypertrophic response	0.0115797562481138	0.0115797562481138	1	FGFR2,MAP2K4,MTOR,MAP3K1
CARDIAC LEFT VENTRICLE MORPHOGENESIS%GOBP%GO:0003214	cardiac left ventricle morphogenesis	0.000610562178116351	0.000610562178116351	1	NOTCH1,TGFBR2,SMAD4
CARDIAC MUSCLE CELL DIFFERENTIATION%GOBP%GO:0055007	cardiac muscle cell differentiation	0.0151206130598906	0.0151206130598906	1	TBX3,PDGFRA,WT1
CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0048738	cardiac muscle tissue development	0.000809069386364163	0.000809069386364163	1	NOTCH1,TBX3,FGFR2,SMAD4,PDGFRA,WT1
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GOBP%GO:0055008	cardiac muscle tissue morphogenesis	0.00873154505885942	0.00873154505885942	1	NOTCH1,SMAD4,FGFR2
CARDIAC PROGENITOR DIFFERENTIATION%WIKIPATHWAYS_20220510%WP2406%HOMO SAPIENS	Cardiac progenitor differentiation	0.000121161696310085	0.000121161696310085	1	KIT,SOX17,NOTCH1,PDGFRA,FOXA2
CARDIAC SEPTUM DEVELOPMENT%GOBP%GO:0003279	cardiac septum development	0.000330694373514805	0.000330694373514805	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	cardiac septum morphogenesis	0.00133371191236508	0.00133371191236508	1	NOTCH1,TGFBR2,SMAD4,FGFR2
CARDIAC VENTRICLE DEVELOPMENT%GOBP%GO:0003231	cardiac ventricle development	0.000704862172544091	0.000704862172544091	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208	cardiac ventricle morphogenesis	0.000182188070608054	0.000182188070608054	1	NOTCH1,SMAD4,GATA3,TGFBR2,FGFR2
CARDIOCYTE DIFFERENTIATION%GOBP%GO:0035051	cardiocyte differentiation	6.93680237422612e-05	6.93680237422612e-05	1	NOTCH1,SMAD4,SOX17,TBX3,PDGFRA,WT1
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	CD40 CD40L signaling	0.00578522591375849	0.00578522591375849	1	PIK3CG,PIK3CA,MAP3K1,AKT1,MAP2K4,PIK3R1
CDC42 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CDC42 SIGNALING EVENTS	CDC42 signaling events	4.8325151047048e-06	4.8325151047048e-06	1	APC,PIK3CA,BRAF,MAP3K1,MAP2K4,MTOR,CDH1,CTNNB1,PIK3R1
CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002263	cell activation involved in immune response	0.0804168862632437	0.0804168862632437	1	PIK3CG,GATA3,KIT
CELL CHEMOTAXIS%GOBP%GO:0060326	cell chemotaxis	0.0128979865728304	0.0128979865728304	1	PIK3CG,EGR3,HGF,KIT,PDGFRA
CELL CYCLE CHECKPOINT SIGNALING%GOBP%GO:0000075	cell cycle checkpoint signaling	4.60426767319757e-06	4.60426767319757e-06	1	CCND1,ATM,ATR,CHEK2,APC,CDKN1A,CDKN1B,BRCA1,TP53
CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:0044843	cell cycle G1/S phase transition	0.000590158369855142	0.000590158369855142	1	CCND1,ACVR1B,CDKN1A,RB1,CDKN1B
CELL CYCLE PHASE TRANSITION%GOBP%GO:0044770	cell cycle phase transition	0.00134543786161416	0.00134543786161416	1	CCND1,CHEK2,ACVR1B,CDKN1A,RB1,CDKN1B
CELL CYCLE%WIKIPATHWAYS_20220510%WP179%HOMO SAPIENS	Cell cycle	8.96669325970433e-15	8.96669325970433e-15	1	CCND1,EP300,RB1,CHEK2,SMAD4,CDKN1A,SMC1A,CDKN2C,ATR,SMC3,CDKN1B,RAD21,ATM,SMAD2,CDKN2A
CELL DIVISION%REACTOME%R-HSA-68884.3	cell division	1.54335447759881e-05	1.54335447759881e-05	1	RAD21,STAG2,SMC1A,SMC3
